id	artist	album	year	lane	secondary	priority	start_here	lineage
A1596	Death Cab for Cutie	Something About Airplanes	1998	V10		Recommended		A Barsuk Records debut from Bellingham, Washington, emerging from the same late-'90s Pacific Northwest indie-rock underground as Built to Spill and Modest Mouse before Death Cab's sound grew more polished.
A1597	The Halo Benders	The Rebels Not In	1998	V10		Deep cut		Closes out the Martsch/Johnson collaboration that had run alongside both Built to Spill's and Beat Happening's main careers through the 1990s.
A1598	The Karl Hendricks Trio	Declare Your Weapons	1998	V10		Deep cut		Continues the Karl Hendricks Trio's run on Merge Records alongside Superchunk and Butterglory, part of the same '90s Merge/Matador indie-rock scene.
A1599	Mary Lou Lord	Got No Shadow	1998	V10		Deep cut		Tied to the Bevis Frond through Saloman's songwriting; represents the more polished, radio-adjacent edge of '90s indie jangle.
A1600	The Minders	Hooray for Tuesday	1998	V10		Deep cut		Part of the Elephant 6 collective's orbit; its scrappy jangle-pop sounds akin to Guided by Voices and the Olivia Tremor Control.
A1601	Quasi	Featuring "Birds"	1998	V10		Recommended		Formed by two veterans of Portland's Heatmiser and Sleater-Kinney-adjacent scenes, using an unconventional keyboard-and-drums format that stood apart from the guitar-forward Pacific Northwest slacker sound around them.
A1602	Silkworm	Blueblood	1998	V10		Recommended		Marks Silkworm's move from Matador to Touch and Go Records and from Seattle to Chicago, aligning the band with the Albini-adjacent Midwest noise-rock and indie-rock underground of the late 1990s.
A1603	Spoon	A Series of Sneaks	1998	V10		Deep cut		Made during Spoon's brief and famously bruising major-label detour, sharpening the post-punk economy of Telephono ahead of the band's rebound on Merge Records with Girls Can Tell.
A1604	Versus	Two Cents Plus Tax	1998	V10		Deep cut		The last Versus album of the band's original 1990s run on Caroline Records, closing out a decade of steady New York indie-pop songwriting before the band's early-2000s hiatus.
A1605	Beulah	When Your Heartstrings Break	1999	V10		Recommended		Came out of the Elephant 6 orbit alongside Apples in Stereo and Olivia Tremor Control; its warm, horn-laced melancholy sounds akin to later indie-pop bands drawing on '60s pop craft.
A1606	Built to Spill	Keep It Like a Secret	1999	V10		Essential		A more concise companion to Perfect from Now On that set the template the band would follow into the 2000s; its fuzzed, melodic guitar layering sounds close kin to Dinosaur Jr.
A1607	Pavement	Terror Twilight	1999	V10		Recommended		Pavement's last studio album before their 1999 breakup, produced outside the band's usual DIY circle and pointing directly toward the more song-crafted, less chaotic sound of Malkmus's subsequent solo records.
A1608	Quasi	Field Studies	1999	V10		Deep cut		Continues Quasi's format-defying, keyboard-driven sound on Up Records, part of the same Pacific Northwest label roster as Built to Spill and Modest Mouse despite a completely different instrumental approach.
A1609	Radar Bros.	The Singing Hatchet	1999	V10	V12	Deep cut		Came out of the LA indie scene; its slow-motion guitar rock sounds suspended between '90s slacker indie and the slowcore/sadcore lineage of Codeine and Bedhead.
A1610	Superchunk	Come Pick Me Up	1999	V10		Recommended		The most orchestrated Superchunk record of the 1990s, produced by Chicago experimentalist Jim O'Rourke, and a step toward the quieter Here's to Shutting Up before the band's long album hiatus.
A1611	Death Cab for Cutie	We Have the Facts and We're Voting Yes	2000	V10		Recommended		Continues Death Cab's Barsuk run in the Pacific Northwest scene of Built to Spill and Modest Mouse; its hushed quiet sounds indebted to slowcore.
A1612	Grandaddy	The Sophtware Slump	2000	V10		Essential		Expands the analog-synth melancholy of Under the Western Freeway into a fuller, more widescreen statement, extending the Modesto band's lo-fi slacker-rock roots into 2000s indie rock's more expansive production values.
A1613	Modest Mouse	The Moon & Antarctica	2000	V10		Essential		Modest Mouse's first album for Epic Records after building a following on Up Records, carrying the band's 1990s Pacific Northwest indie-rock sound into a more polished, widescreen 2000s register.
A1614	Silkworm	Lifestyle	2000	V10		Recommended		Continues Silkworm's Touch and Go, Albini-adjacent Chicago period, extending the band's 1990s Matador-era sound into the new decade without significant change in approach.
A1615	Yo La Tengo	And Then Nothing Turned Itself Inside-Out	2000	V10		Recommended		A deliberately hushed counterpoint to the sprawling I Can Hear the Heart Beating as One, closing out Yo La Tengo's most acclaimed decade and continuing the Hoboken band's influence into the 2000s indie underground.
A1616	Built to Spill	Ancient Melodies of the Future	2001	V10		Recommended		Extends Built to Spill's turn-of-the-2000s run into the new decade, carrying the Boise band's guitar-layered slacker rock past the 1990s without changing its essential approach.
A1617	The Shins	Oh, Inverted World	2001	V10	V17	Recommended		Grew out of Albuquerque's Flake Music; its melodic guitar pop sounds indebted to '60s jangle and '90s indie pop.
A1618	Spoon	Girls Can Tell	2001	V10		Essential		Spoon's rebound after being dropped by Elektra, moving to Merge Records (labelmates of Superchunk and the Magnetic Fields) and establishing the minimalist, rhythm-forward sound that defined the band's 2000s run.
A1619	Stephen Malkmus	Stephen Malkmus	2001	V10		Recommended		Malkmus' first post-Pavement release on Matador, extending the loose, digressive guitar-rock songwriting of his old band into a new decade and a new lineup, the Jicks.
A1620	Silkworm	Italian Platinum	2002	V10		Deep cut		A later, confident entry in Silkworm's Touch and Go catalog, carrying the Missoula-bred band's lean guitar-rock sound into the early 2000s alongside labelmates like the Jesus Lizard.
A1621	Stephen Malkmus	Pig Lib	2003	V10		Deep cut		The second Jicks album, continuing Malkmus' post-Pavement evolution toward longer, more guitar-solo-driven arrangements while keeping the same wry, referential lyric style.
A1622	The Wrens	The Meadowlands	2003	V10		Essential		A long-delayed follow-up to Secaucus that turned The Wrens' 1990s New Jersey indie-pop roots into one of the best-loved guitar-rock records of the following decade.
A1623	Built to Spill	You in Reverse	2006	V10		Recommended		A return to the extended, jam-oriented structures of Perfect from Now On after two more concise records, continuing Built to Spill's 2000s life as Boise's most enduring indie-rock export.
A1624	Superchunk	Majesty Shredding	2010	V10		Recommended		Superchunk's 2000s-into-2010s return to the fast, hook-driven sound of their Merge Records prime, carrying the Chapel Hill scene they helped build into a new decade.
A1625	Daniel Johnston	Hi, How Are You	1983	V11		Essential		One of the foundational home-taping documents of American lo-fi, handed out on cassette around Austin before Kurt Cobain's T-shirt of its cover spread it far wider; the four-track ethos of Sebadoh and the Elephant 6 bands sounds deeply indebted to it.
A1626	Daniel Johnston	Yip/Jump Music	1983	V11		Essential		Alongside 'Hi, How Are You,' one of the key cassette-only documents that made Daniel Johnston a reference point for four-track and home-taping culture well before 'lo-fi' had a name.
A1627	Half Japanese	Charmed Life	1988	V11	V16	Recommended		Jad Fair's documented collaborations with Daniel Johnston tie the Fairs to later outsider songwriting; the band's self-taught, anyone-can-play clatter also sounds like a forerunner of Beat Happening and the broader lo-fi movement.
A1628	The Frogs	It's Only Right and Natural	1989	V11		Deep cut		Built from Flemion brothers home tapes rather than studio sessions; its blunt, unedited home-recording ethic sounds like a precursor to the 1990s lo-fi underground.
A1629	Sebadoh	The Freed Man	1989	V11		Recommended		Grew directly out of Lou Barlow's four-track recordings made in the wake of his split from Dinosaur Jr., and established the raw, unedited home-tape method that 'Weed Forestin'' and 'Sebadoh III' then refined.
A1630	Daniel Johnston	1990	1990	V11		Essential		Released on Kramer's Shimmy-Disc just as Johnston's cassette reputation was crossing into the wider alternative-rock world, a bridge between his home-taping years and the Atlantic Records album 'Fun.'
A1631	Sebadoh	Weed Forestin'	1990	V11		Recommended		The second Sebadoh full-length, deepening Lou Barlow's four-track home-recording method just before Eric Gaffney's contributions expanded on 'Sebadoh III.'
A1632	Ween	GodWeenSatan: The Oneness	1990	V11		Essential		Ween's official debut for Twin/Tone, drawn from years of self-released home cassettes and setting up the deeper four-track experiments of 'The Pod' and 'Pure Guava.'
A1633	Sebadoh	III	1991	V11		Essential		Grew out of Lou Barlow's home four-track recordings made after his acrimonious split from Dinosaur Jr., establishing Sebadoh as a defining lo-fi act alongside Guided by Voices and feeding directly into 'Bubble & Scrape' and the Sub Pop years.
A1634	Ween	The Pod	1991	V11		Essential		The peak of Ween's independent four-track period, recorded entirely at home just before the duo signed to Elektra Records for 'Pure Guava.'
A1635	Beat Happening	You Turn Me On	1992	V11	V16	Recommended		Beat Happening's last album, carrying the band's deliberately amateurish K Records sound to the end of its run; through Calvin Johnson that label and scene fed directly into later K releases such as Beck's 'One Foot in the Grave' and the Microphones' records.
A1636	Guided by Voices	Propeller	1992	V11	V17	Essential		Grew out of years of private Dayton basement tapes that predate the album itself, and it set the cut-and-paste, fidelity-shifting template that 'Vampire on Titus' and 'Bee Thousand' then refined.
A1637	Sebadoh	Smash Your Head on the Punk Rock	1992	V11		Deep cut		Gathers early-1990s Sebadoh EP recordings into one document of the band's rawest four-track period, following 'Sebadoh III' and leading into 'Bubble & Scrape.'
A1638	Ween	Pure Guava	1992	V11		Essential		Ween's first album for a major label, made without changing their four-track home-recording method, closing out the trio of lo-fi albums that began with 'GodWeenSatan' and 'The Pod.'
A1639	Guided by Voices	Vampire on Titus	1993	V11	V17	Essential		A direct bridge from the handmade 'Propeller' to 'Bee Thousand,' recorded in the same Dayton basement circle that fed Robert Pollard's Rockathon self-releases.
A1640	Sebadoh	Bubble & Scrape	1993	V11		Essential		The first Sebadoh album for Sub Pop, carrying the band's Homestead-era four-track method onto a bigger indie platform and setting up the more focused songwriting of 'Bakesale.'
A1641	Beck	One Foot in the Grave	1994	V11		Recommended		An independent side release made while Beck was on a major label, pairing him directly with Calvin Johnson and the Olympia K Records scene that also produced Beat Happening and, later, the Microphones.
A1642	Beck	Stereopathetic Soulmanure	1994	V11		Deep cut		Compiles Beck's pre-fame home-tape archive, released on an independent label the same year as his major-label debut to keep his lo-fi, DIY recordings in circulation alongside 'Mellow Gold.'
A1643	Daniel Johnston	Fun	1994	V11		Recommended		Daniel Johnston's bridge from cassette-only home recordings to a fully produced studio album, made possible by the cult following his 1980s tapes built.
